initial_rank	priority_band	legacy_id	identity_branch	key	title	family	target_relevance	impact	screen_effort	qualification_burden	local_screen_state	definition_status	primary_metric	default_next_action	minimum_probe	negative_control	reopen_condition
		R78	unresolved	R078.definition-not-recovered		source-recovery	unknown		E0		UNSCREENED_SOURCE_GATE	DEFINITION_NOT_RECOVERED	Definition and source identity recovery, not runtime performance.	One bounded, authorized recovery attempt for the missing definition; then HOLD_SOURCE and continue. Do not recreate a plausible card from its number.	Search the supplied source register and explicitly authorized local export paths; do not scan unrelated personal data or retry protected folders.	Reject a same-number report with a different mechanism.	The actual definition and source content become available.
		R79	unresolved	R079.definition-not-recovered		source-recovery	unknown		E0		UNSCREENED_SOURCE_GATE	DEFINITION_NOT_RECOVERED	Definition and source identity recovery, not runtime performance.	One bounded, authorized recovery attempt for the missing definition; then HOLD_SOURCE and continue. Do not recreate a plausible card from its number.	Search the supplied source register and explicitly authorized local export paths; do not scan unrelated personal data or retry protected folders.	Reject a same-number report with a different mechanism.	The actual definition and source content become available.
		R80	unresolved	R080.definition-not-recovered		source-recovery	unknown		E0		UNSCREENED_SOURCE_GATE	DEFINITION_NOT_RECOVERED	Definition and source identity recovery, not runtime performance.	One bounded, authorized recovery attempt for the missing definition; then HOLD_SOURCE and continue. Do not recreate a plausible card from its number.	Search the supplied source register and explicitly authorized local export paths; do not scan unrelated personal data or retry protected folders.	Reject a same-number report with a different mechanism.	The actual definition and source content become available.
		R81	unresolved	R081.definition-not-recovered		source-recovery	unknown		E0		UNSCREENED_SOURCE_GATE	DEFINITION_NOT_RECOVERED	Definition and source identity recovery, not runtime performance.	One bounded, authorized recovery attempt for the missing definition; then HOLD_SOURCE and continue. Do not recreate a plausible card from its number.	Search the supplied source register and explicitly authorized local export paths; do not scan unrelated personal data or retry protected folders.	Reject a same-number report with a different mechanism.	The actual definition and source content become available.
		R247	unresolved	R247.definition-not-recovered		source-recovery	unknown		E0		UNSCREENED_SOURCE_GATE	DEFINITION_NOT_RECOVERED	Definition and source identity recovery, not runtime performance.	One bounded, authorized recovery attempt for the missing definition; then HOLD_SOURCE and continue. Do not recreate a plausible card from its number.	Search the supplied source register and explicitly authorized local export paths; do not scan unrelated personal data or retry protected folders.	Reject a same-number report with a different mechanism.	The actual definition and source content become available.
		R248	unresolved	R248.definition-not-recovered		source-recovery	unknown		E0		UNSCREENED_SOURCE_GATE	DEFINITION_NOT_RECOVERED	Definition and source identity recovery, not runtime performance.	One bounded, authorized recovery attempt for the missing definition; then HOLD_SOURCE and continue. Do not recreate a plausible card from its number.	Search the supplied source register and explicitly authorized local export paths; do not scan unrelated personal data or retry protected folders.	Reject a same-number report with a different mechanism.	The actual definition and source content become available.
		R249	unresolved	R249.definition-not-recovered		source-recovery	unknown		E0		UNSCREENED_SOURCE_GATE	DEFINITION_NOT_RECOVERED	Definition and source identity recovery, not runtime performance.	One bounded, authorized recovery attempt for the missing definition; then HOLD_SOURCE and continue. Do not recreate a plausible card from its number.	Search the supplied source register and explicitly authorized local export paths; do not scan unrelated personal data or retry protected folders.	Reject a same-number report with a different mechanism.	The actual definition and source content become available.
		R250	unresolved	R250.definition-not-recovered		source-recovery	unknown		E0		UNSCREENED_SOURCE_GATE	DEFINITION_NOT_RECOVERED	Definition and source identity recovery, not runtime performance.	One bounded, authorized recovery attempt for the missing definition; then HOLD_SOURCE and continue. Do not recreate a plausible card from its number.	Search the supplied source register and explicitly authorized local export paths; do not scan unrelated personal data or retry protected folders.	Reject a same-number report with a different mechanism.	The actual definition and source content become available.
		R251	unresolved	R251.definition-not-recovered		source-recovery	unknown		E0		UNSCREENED_SOURCE_GATE	DEFINITION_NOT_RECOVERED	Definition and source identity recovery, not runtime performance.	One bounded, authorized recovery attempt for the missing definition; then HOLD_SOURCE and continue. Do not recreate a plausible card from its number.	Search the supplied source register and explicitly authorized local export paths; do not scan unrelated personal data or retry protected folders.	Reject a same-number report with a different mechanism.	The actual definition and source content become available.
		R252	unresolved	R252.definition-not-recovered		source-recovery	unknown		E0		UNSCREENED_SOURCE_GATE	DEFINITION_NOT_RECOVERED	Definition and source identity recovery, not runtime performance.	One bounded, authorized recovery attempt for the missing definition; then HOLD_SOURCE and continue. Do not recreate a plausible card from its number.	Search the supplied source register and explicitly authorized local export paths; do not scan unrelated personal data or retry protected folders.	Reject a same-number report with a different mechanism.	The actual definition and source content become available.
		R253	unresolved	R253.definition-not-recovered		source-recovery	unknown		E0		UNSCREENED_SOURCE_GATE	DEFINITION_NOT_RECOVERED	Definition and source identity recovery, not runtime performance.	One bounded, authorized recovery attempt for the missing definition; then HOLD_SOURCE and continue. Do not recreate a plausible card from its number.	Search the supplied source register and explicitly authorized local export paths; do not scan unrelated personal data or retry protected folders.	Reject a same-number report with a different mechanism.	The actual definition and source content become available.
